1.000000000000000000e+01,3.008000000000000000e+03
1.100000000000000000e+01,3.446000000000000000e+03
1.200000000000000000e+01,4.183000000000000000e+03
1.300000000000000000e+01,4.838000000000000000e+03
1.400000000000000000e+01,5.879000000000000000e+03
1.500000000000000000e+01,6.118000000000000000e+03
1.600000000000000000e+01,6.833000000000000000e+03
1.700000000000000000e+01,7.623000000000000000e+03
1.800000000000000000e+01,8.940000000000000000e+03
1.900000000000000000e+01,9.256000000000000000e+03
2.000000000000000000e+01,1.010500000000000000e+04
2.100000000000000000e+01,1.095200000000000000e+04
2.200000000000000000e+01,1.200800000000000000e+04
2.300000000000000000e+01,1.262900000000000000e+04
2.400000000000000000e+01,1.378100000000000000e+04
2.500000000000000000e+01,1.451400000000000000e+04
2.600000000000000000e+01,1.590500000000000000e+04
2.700000000000000000e+01,1.556900000000000000e+04
2.800000000000000000e+01,1.680300000000000000e+04
2.900000000000000000e+01,1.827600000000000000e+04
3.000000000000000000e+01,1.925900000000000000e+04
3.100000000000000000e+01,2.064900000000000000e+04
3.200000000000000000e+01,2.085200000000000000e+04
3.300000000000000000e+01,2.204800000000000000e+04
3.400000000000000000e+01,2.316700000000000000e+04
3.500000000000000000e+01,2.358100000000000000e+04
3.600000000000000000e+01,2.563600000000000000e+04
3.700000000000000000e+01,2.677700000000000000e+04
3.800000000000000000e+01,2.748600000000000000e+04
3.900000000000000000e+01,2.878700000000000000e+04
4.000000000000000000e+01,3.026100000000000000e+04
4.100000000000000000e+01,3.061700000000000000e+04
4.200000000000000000e+01,3.184400000000000000e+04
4.300000000000000000e+01,3.362400000000000000e+04
4.400000000000000000e+01,3.420700000000000000e+04
4.500000000000000000e+01,3.559900000000000000e+04
4.600000000000000000e+01,3.696600000000000000e+04
4.700000000000000000e+01,3.821700000000000000e+04
4.800000000000000000e+01,3.970600000000000000e+04
4.900000000000000000e+01,4.131400000000000000e+04
5.000000000000000000e+01,4.251500000000000000e+04
5.100000000000000000e+01,4.377700000000000000e+04
5.200000000000000000e+01,4.426200000000000000e+04
5.300000000000000000e+01,4.561200000000000000e+04
5.400000000000000000e+01,4.807600000000000000e+04
5.500000000000000000e+01,4.776600000000000000e+04
5.600000000000000000e+01,4.951000000000000000e+04
5.700000000000000000e+01,5.187800000000000000e+04
5.800000000000000000e+01,5.241300000000000000e+04
5.900000000000000000e+01,5.391000000000000000e+04
6.000000000000000000e+01,5.530300000000000000e+04
6.100000000000000000e+01,5.702100000000000000e+04
6.200000000000000000e+01,5.974200000000000000e+04
6.300000000000000000e+01,6.086900000000000000e+04
6.400000000000000000e+01,6.253400000000000000e+04
6.500000000000000000e+01,6.274000000000000000e+04
6.600000000000000000e+01,6.452300000000000000e+04
6.700000000000000000e+01,6.643800000000000000e+04
6.800000000000000000e+01,6.511500000000000000e+04
6.900000000000000000e+01,6.723400000000000000e+04
7.000000000000000000e+01,7.002300000000000000e+04
7.100000000000000000e+01,7.119600000000000000e+04
7.200000000000000000e+01,7.471800000000000000e+04
7.300000000000000000e+01,7.461500000000000000e+04
7.400000000000000000e+01,7.719600000000000000e+04
7.500000000000000000e+01,8.035200000000000000e+04
7.600000000000000000e+01,8.128900000000000000e+04
7.700000000000000000e+01,8.103100000000000000e+04
7.800000000000000000e+01,8.320000000000000000e+04
7.900000000000000000e+01,8.397500000000000000e+04
8.000000000000000000e+01,8.567000000000000000e+04
8.100000000000000000e+01,8.706800000000000000e+04
8.200000000000000000e+01,9.098500000000000000e+04
8.300000000000000000e+01,9.253700000000000000e+04
8.400000000000000000e+01,9.330300000000000000e+04
8.500000000000000000e+01,9.446300000000000000e+04
8.600000000000000000e+01,9.581000000000000000e+04
8.700000000000000000e+01,9.817300000000000000e+04
8.800000000000000000e+01,1.016210000000000000e+05
8.900000000000000000e+01,1.009440000000000000e+05
9.000000000000000000e+01,1.031450000000000000e+05
9.100000000000000000e+01,1.080430000000000000e+05
9.200000000000000000e+01,1.104600000000000000e+05
9.300000000000000000e+01,1.097630000000000000e+05
9.400000000000000000e+01,1.119410000000000000e+05
9.500000000000000000e+01,1.114400000000000000e+05
9.600000000000000000e+01,1.156390000000000000e+05
9.700000000000000000e+01,1.156680000000000000e+05
9.800000000000000000e+01,1.178990000000000000e+05
9.900000000000000000e+01,1.195890000000000000e+05
1.000000000000000000e+02,1.220400000000000000e+05
