1.000000000000000000e+01,8.450000000000000000e+02
1.100000000000000000e+01,7.940000000000000000e+02
1.200000000000000000e+01,9.640000000000000000e+02
1.300000000000000000e+01,1.021000000000000000e+03
1.400000000000000000e+01,1.224000000000000000e+03
1.500000000000000000e+01,1.347000000000000000e+03
1.600000000000000000e+01,1.366000000000000000e+03
1.700000000000000000e+01,1.816000000000000000e+03
1.800000000000000000e+01,1.981000000000000000e+03
1.900000000000000000e+01,2.063000000000000000e+03
2.000000000000000000e+01,2.403000000000000000e+03
2.100000000000000000e+01,2.124000000000000000e+03
2.200000000000000000e+01,2.390000000000000000e+03
2.300000000000000000e+01,2.790000000000000000e+03
2.400000000000000000e+01,3.195000000000000000e+03
2.500000000000000000e+01,3.022000000000000000e+03
2.600000000000000000e+01,3.647000000000000000e+03
2.700000000000000000e+01,3.876000000000000000e+03
2.800000000000000000e+01,3.985000000000000000e+03
2.900000000000000000e+01,4.130000000000000000e+03
3.000000000000000000e+01,4.129000000000000000e+03
3.100000000000000000e+01,4.630000000000000000e+03
3.200000000000000000e+01,4.659000000000000000e+03
3.300000000000000000e+01,4.912000000000000000e+03
3.400000000000000000e+01,4.765000000000000000e+03
3.500000000000000000e+01,5.701000000000000000e+03
3.600000000000000000e+01,5.700000000000000000e+03
3.700000000000000000e+01,5.968000000000000000e+03
3.800000000000000000e+01,6.375000000000000000e+03
3.900000000000000000e+01,6.525000000000000000e+03
4.000000000000000000e+01,6.245000000000000000e+03
4.100000000000000000e+01,6.500000000000000000e+03
4.200000000000000000e+01,6.762000000000000000e+03
4.300000000000000000e+01,7.174000000000000000e+03
4.400000000000000000e+01,7.712000000000000000e+03
4.500000000000000000e+01,8.164000000000000000e+03
4.600000000000000000e+01,8.139000000000000000e+03
4.700000000000000000e+01,8.579000000000000000e+03
4.800000000000000000e+01,7.756000000000000000e+03
4.900000000000000000e+01,8.638000000000000000e+03
5.000000000000000000e+01,9.445000000000000000e+03
5.100000000000000000e+01,9.412000000000000000e+03
5.200000000000000000e+01,9.525000000000000000e+03
5.300000000000000000e+01,9.311000000000000000e+03
5.400000000000000000e+01,1.094300000000000000e+04
5.500000000000000000e+01,1.070400000000000000e+04
5.600000000000000000e+01,1.091800000000000000e+04
5.700000000000000000e+01,1.130900000000000000e+04
5.800000000000000000e+01,1.166800000000000000e+04
5.900000000000000000e+01,1.185900000000000000e+04
6.000000000000000000e+01,1.132700000000000000e+04
6.100000000000000000e+01,1.403100000000000000e+04
6.200000000000000000e+01,1.297200000000000000e+04
6.300000000000000000e+01,1.357200000000000000e+04
6.400000000000000000e+01,1.345400000000000000e+04
6.500000000000000000e+01,1.305600000000000000e+04
6.600000000000000000e+01,1.481100000000000000e+04
6.700000000000000000e+01,1.359300000000000000e+04
6.800000000000000000e+01,1.547100000000000000e+04
6.900000000000000000e+01,1.487100000000000000e+04
7.000000000000000000e+01,1.589400000000000000e+04
7.100000000000000000e+01,1.563800000000000000e+04
7.200000000000000000e+01,1.586400000000000000e+04
7.300000000000000000e+01,1.658800000000000000e+04
7.400000000000000000e+01,1.600000000000000000e+04
7.500000000000000000e+01,1.738400000000000000e+04
7.600000000000000000e+01,1.776000000000000000e+04
7.700000000000000000e+01,1.728100000000000000e+04
7.800000000000000000e+01,1.753100000000000000e+04
7.900000000000000000e+01,1.852400000000000000e+04
8.000000000000000000e+01,1.968800000000000000e+04
8.100000000000000000e+01,1.858400000000000000e+04
8.200000000000000000e+01,2.066900000000000000e+04
8.300000000000000000e+01,1.983900000000000000e+04
8.400000000000000000e+01,2.019500000000000000e+04
8.500000000000000000e+01,2.152200000000000000e+04
8.600000000000000000e+01,2.005600000000000000e+04
8.700000000000000000e+01,2.109900000000000000e+04
8.800000000000000000e+01,2.096700000000000000e+04
8.900000000000000000e+01,2.149000000000000000e+04
9.000000000000000000e+01,2.356600000000000000e+04
9.100000000000000000e+01,2.234600000000000000e+04
9.200000000000000000e+01,2.232200000000000000e+04
9.300000000000000000e+01,2.391600000000000000e+04
9.400000000000000000e+01,2.454100000000000000e+04
9.500000000000000000e+01,2.464200000000000000e+04
9.600000000000000000e+01,2.486300000000000000e+04
9.700000000000000000e+01,2.537100000000000000e+04
9.800000000000000000e+01,2.683400000000000000e+04
9.900000000000000000e+01,2.710400000000000000e+04
1.000000000000000000e+02,2.681600000000000000e+04
